Ncpu,Nsim,Nchunk,Lpt,Tsim
128,3,261344,400000,25.06
128,3,256,500000,38.83
128,3,1024,500000,32.68
128,3,4096,500000,33.1
128,3,16384,500000,31.93
128,3,32768,500000,30.72
128,3,65536,500000,30.66
128,3,130672,500000,30.91
128,3,261344,500000,31.01
128,4,256,1000,23.99
128,4,1024,1000,22.93
128,4,4096,1000,22.76
128,4,16384,1000,23.87
128,4,32768,1000,35.15
128,4,65536,1000,22.72
128,4,130672,1000,22.53
128,4,261344,1000,22.56
128,4,256,10000,22.82
128,4,1024,10000,22.72
128,4,4096,10000,22.55
128,4,16384,10000,22.57
128,4,32768,10000,22.46
128,4,65536,10000,22.16
128,4,130672,10000,21.44
128,4,261344,10000,20.1
128,4,256,100000,23.15
128,4,1024,100000,22.7
128,4,4096,100000,22.84
128,4,16384,100000,22.69
128,4,32768,100000,20.87
128,4,65536,100000,17.5
128,4,130672,100000,17.47
128,4,261344,100000,17.57
128,4,256,200000,23.89
128,4,1024,200000,23.3
128,4,4096,200000,23.03
128,4,16384,200000,21.25
128,4,32768,200000,17.83
128,4,65536,200000,17.82
128,4,130672,200000,17.82
128,4,261344,200000,17.79
128,4,256,300000,26.02
128,4,1024,300000,23.85
128,4,4096,300000,23.34
128,4,16384,300000,23.25
128,4,32768,300000,18.04
128,4,65536,300000,18.04
128,4,130672,300000,17.81
128,4,261344,300000,18.02
128,4,256,400000,28.38
128,4,1024,400000,24.1
128,4,4096,400000,23.66
128,4,16384,400000,18.77
128,4,32768,400000,18.89
128,4,65536,400000,18.74
128,4,130672,400000,18.74
128,4,261344,400000,18.77
128,4,256,500000,31.61
128,4,1024,500000,26.11
128,4,4096,500000,23.79
128,4,16384,500000,23.23
128,4,32768,500000,23.01
128,4,65536,500000,23.81
128,4,130672,500000,22.92
128,4,261344,500000,23.5
128,5,256,1000,24.18
128,5,1024,1000,23.12
128,5,4096,1000,23.11
128,5,16384,1000,26.08
128,5,32768,1000,22.91
128,5,65536,1000,22.86
128,5,130672,1000,23.08
128,5,261344,1000,263.7338649
128,5,256,10000,22.95
128,5,1024,10000,22.81
128,5,4096,10000,22.88
128,5,16384,10000,22.47
128,5,32768,10000,22.69
128,5,65536,10000,22.52
128,5,130672,10000,21.45
128,5,261344,10000,20.25
128,5,256,100000,23.02
128,5,1024,100000,23
128,5,4096,100000,22.9
128,5,16384,100000,22.82
128,5,32768,100000,21.12
128,5,65536,100000,17.68
128,5,130672,100000,17.73
128,5,261344,100000,17.63
128,5,256,200000,23.57
128,5,1024,200000,23.49
128,5,4096,200000,23.06
128,5,16384,200000,21.51
128,5,32768,200000,17.98
128,5,65536,200000,17.96
128,5,130672,200000,17.9
128,5,261344,200000,17.83
128,5,256,300000,24.78
128,5,1024,300000,23.77
128,5,4096,300000,23.36
128,5,16384,300000,23.35
128,5,32768,300000,18.25
128,5,65536,300000,18.1
128,5,130672,300000,18.19
128,5,261344,300000,18.27
128,5,256,400000,25.83
128,5,1024,400000,24.19
128,5,4096,400000,23.64
128,5,16384,400000,18.58
128,5,32768,400000,18.54
128,5,65536,400000,18.62
128,5,130672,400000,18.54
128,5,261344,400000,18.57
128,5,256,500000,28
128,5,1024,500000,24.63
128,5,4096,500000,23.22
128,5,16384,500000,18.85
128,5,32768,500000,18.9
128,5,65536,500000,18.87
128,5,130672,500000,18.82
128,5,261344,500000,18.92
192,1,256,1000,22.15
192,1,1024,1000,15.38
192,1,4096,1000,24.93
192,1,16384,1000,221.6244301
192,1,32768,1000,626.8607229
192,1,65536,1000,2256.939574
192,1,130672,1000,12921.856
192,1,261344,1000,13384.704
192,1,256,10000,16.59
192,1,1024,10000,14.76
192,1,4096,10000,14.79
192,1,16384,10000,20.08
192,1,32768,10000,45.06
192,1,65536,10000,96.05
192,1,130672,10000,262.5939394
192,1,261344,10000,1044.3776
192,1,256,100000,32.27
192,1,1024,100000,24.76
192,1,4096,100000,22.69
192,1,16384,100000,26.48
192,1,32768,100000,33.3
192,1,65536,100000,58.3
192,1,130672,100000,174.4185124
192,1,261344,100000,173.0713856
192,1,256,200000,49.23
192,1,1024,200000,40.75
192,1,4096,200000,39.29
192,1,16384,200000,41.82
192,1,32768,200000,46.76
192,1,65536,200000,64.02
192,1,130672,200000,118.0678842
192,1,261344,200000,116.640906
192,1,256,300000,67.76
192,1,1024,300000,59.29
192,1,4096,300000,57.97
192,1,16384,300000,59.54
192,1,32768,300000,64.59
192,1,65536,300000,83.96
192,1,130672,300000,103.912495
192,1,261344,300000,105.0952742
192,1,256,400000,83.61
192,1,1024,400000,74.73
192,1,4096,400000,73.65
192,1,16384,400000,74.95
192,1,32768,400000,78.98
192,1,65536,400000,89.06
192,1,130672,400000,102.4
192,1,261344,400000,100.01
192,1,256,500000,101.29
192,1,1024,500000,92.58
192,1,4096,500000,91.02
192,1,16384,500000,92.89
192,1,32768,500000,95.68
192,1,65536,500000,107.1576615
192,1,130672,500000,109.4717635
192,1,261344,500000,110.0366102
192,2,256,1000,20.78
192,2,1024,1000,15.29
192,2,4096,1000,15.63
192,2,16384,1000,23.13
192,2,32768,1000,88
192,2,65536,1000,408.946383
192,2,130672,1000,16728.064
192,2,261344,1000,16905.216
192,2,256,10000,15.21
192,2,1024,10000,14.8
192,2,4096,10000,14.71
192,2,16384,10000,14.72
192,2,32768,10000,14.83
192,2,65536,10000,14.46
192,2,130672,10000,13.95
192,2,261344,10000,12.65
192,2,256,100000,21.21
192,2,1024,100000,17.95
192,2,4096,100000,14.32
192,2,16384,100000,14.85
192,2,32768,100000,13.69
192,2,65536,100000,11.31
192,2,130672,100000,11.2
192,2,261344,100000,12.33
192,2,256,200000,29.24
192,2,1024,200000,22.35
192,2,4096,200000,19.91
192,2,16384,200000,20.45
192,2,32768,200000,22.89
192,2,65536,200000,23.83
192,2,130672,200000,24.08
192,2,261344,200000,24.92
192,2,256,300000,38.39
192,2,1024,300000,30.45
192,2,4096,300000,29.73
192,2,16384,300000,29.83
192,2,32768,300000,31.51
192,2,65536,300000,33.45
192,2,130672,300000,32.44
192,2,261344,300000,33.09
192,2,256,400000,45.76
192,2,1024,400000,38.81
192,2,4096,400000,36.89
192,2,16384,400000,37.85
192,2,32768,400000,39.59
192,2,65536,400000,38.84
192,2,130672,400000,38.9
192,2,261344,400000,38.99
192,2,256,500000,55.51
192,2,1024,500000,48.76
192,2,4096,500000,46.22
192,2,16384,500000,47.17
192,2,32768,500000,47.97
192,2,65536,500000,48.88
192,2,130672,500000,48.1
192,2,261344,500000,48.29
192,3,256,1000,20.77
192,3,1024,1000,15.22
192,3,4096,1000,14.99
192,3,16384,1000,17.33
192,3,32768,1000,38.91
192,3,65536,1000,98.8
192,3,130672,1000,13568
192,3,261344,1000,15603.56571
192,3,256,10000,15.02
192,3,1024,10000,14.75
192,3,4096,10000,14.78
192,3,16384,10000,14.62
192,3,32768,10000,14.75
192,3,65536,10000,14.51
192,3,130672,10000,13.96
192,3,261344,10000,13.08
192,3,256,100000,17.55
192,3,1024,100000,15.14
192,3,4096,100000,14.99
192,3,16384,100000,14.09
192,3,32768,100000,13.66
192,3,65536,100000,11.27
192,3,130672,100000,11.39
192,3,261344,100000,11.31
192,3,256,200000,22.77
192,3,1024,200000,16.86
192,3,4096,200000,15.32
192,3,16384,200000,14.49
192,3,32768,200000,13.22
192,3,65536,200000,13.59
192,3,130672,200000,13.9
192,3,261344,200000,13.21
192,3,256,300000,28.58
192,3,1024,300000,21.7
192,3,4096,300000,20.1
192,3,16384,300000,20.17
192,3,32768,300000,20.1
192,3,65536,300000,20.13
192,3,130672,300000,20.68
192,3,261344,300000,20.89
192,3,256,400000,34.03
192,3,1024,400000,26.23
192,3,4096,400000,24.92
192,3,16384,400000,25.44
192,3,32768,400000,25.23
192,3,65536,400000,25.19
192,3,130672,400000,25.49
192,3,261344,400000,26.42
192,3,256,500000,39.53
192,3,1024,500000,32.16
192,3,4096,500000,30.81
192,3,16384,500000,31.69
192,3,32768,500000,31.32
192,3,65536,500000,32.76
192,3,130672,500000,31.51
192,3,261344,500000,31.23
192,4,256,1000,20.56
192,4,1024,1000,15.55
192,4,4096,1000,15.26
192,4,16384,1000,20.1
192,4,32768,1000,34.24
192,4,65536,1000,575.4075109
192,4,130672,1000,15747.54462
192,4,261344,1000,16457.25538
192,4,256,10000,15
192,4,1024,10000,14.75
192,4,4096,10000,14.74
192,4,16384,10000,14.86
192,4,32768,10000,14.81
192,4,65536,10000,14.57
192,4,130672,10000,14.14
192,4,261344,10000,13.23
192,4,256,100000,16.08
192,4,1024,100000,15.04
192,4,4096,100000,14.96
192,4,16384,100000,15.05
192,4,32768,100000,13.77
192,4,65536,100000,11.42
192,4,130672,100000,11.41
192,4,261344,100000,11.4
192,4,256,200000,19.41
192,4,1024,200000,15.61
192,4,4096,200000,15.13
192,4,16384,200000,13.88
192,4,32768,200000,11.54
192,4,65536,200000,11.57
192,4,130672,200000,11.2
192,4,261344,200000,11.54
192,4,256,300000,23.76
192,4,1024,300000,17.35
192,4,4096,300000,16.25
192,4,16384,300000,15.39
192,4,32768,300000,14.74
192,4,65536,300000,14.95
192,4,130672,300000,14.64
192,4,261344,300000,14.76
192,4,256,400000,27.58
192,4,1024,400000,20.73
192,4,4096,400000,18.8
192,4,16384,400000,18.82
192,4,32768,400000,18.84
192,4,65536,400000,18.66
192,4,130672,400000,19.76
192,4,261344,400000,18.72
192,4,256,500000,32.1
192,4,1024,500000,24.89
192,4,4096,500000,23.26
192,4,16384,500000,23.17
192,4,32768,500000,23.22
192,4,65536,500000,23.19
192,4,130672,500000,23.68
192,4,261344,500000,23.47
192,5,256,1000,20.88
192,5,1024,1000,15.56
192,5,4096,1000,15.41
192,5,16384,1000,18.03
192,5,32768,1000,29.89
192,5,65536,1000,100.26
192,5,130672,1000,11331.584
192,5,261344,1000,13305.344
192,5,256,10000,15.18
192,5,1024,10000,14.99
192,5,4096,10000,15.07
192,5,16384,10000,14.91
192,5,32768,10000,14.89
192,5,65536,10000,14.61
192,5,130672,10000,14.08
192,5,261344,10000,13.21
192,5,256,100000,15.64
192,5,1024,100000,15.19
192,5,4096,100000,15.06
192,5,16384,100000,15.12
192,5,32768,100000,13.78
192,5,65536,100000,11.5
192,5,130672,100000,11.51
192,5,261344,100000,11.48
192,5,256,200000,17.84
192,5,1024,200000,15.37
192,5,4096,200000,15.16
192,5,16384,200000,14.04
192,5,32768,200000,11.67
192,5,65536,200000,11.65
192,5,130672,200000,11.66
192,5,261344,200000,11.61
192,5,256,300000,20.51
192,5,1024,300000,16.15
192,5,4096,300000,15.49
192,5,16384,300000,15.65
192,5,32768,300000,11.81
192,5,65536,300000,11.95
192,5,130672,300000,12.17
192,5,261344,300000,11.93
192,5,256,400000,23.7
192,5,1024,400000,17.71
192,5,4096,400000,15.92
192,5,16384,400000,14.81
192,5,32768,400000,15.2
192,5,65536,400000,15.44
192,5,130672,400000,15.01
192,5,261344,400000,15.51
192,5,256,500000,27.22
192,5,1024,500000,20.51
192,5,4096,500000,18.73
192,5,16384,500000,18.48
192,5,32768,500000,18.48
192,5,65536,500000,18.6
192,5,130672,500000,18.7
192,5,261344,500000,18.51
256,1,256,1000,20.51
256,1,1024,1000,15.28
256,1,4096,1000,136.8976021
256,1,16384,1000,786.8988235
256,1,32768,1000,1483.707733
256,1,65536,1000,3739.012414
256,1,130672,1000,11565.61455
256,1,261344,1000,9246.72
256,1,256,10000,13.18
256,1,1024,10000,11.43
256,1,4096,10000,11.4
256,1,16384,10000,26
256,1,32768,10000,85.66
256,1,65536,10000,259.7538155
256,1,130672,10000,1951.589434
256,1,261344,10000,972.4970414
256,1,256,100000,29.27
256,1,1024,100000,23.73
256,1,4096,100000,22.56
256,1,16384,100000,27.42
256,1,32768,100000,36.1
256,1,65536,100000,76.13
256,1,130672,100000,224.4820779
256,1,261344,100000,239.8514023
256,1,256,200000,46.2
256,1,1024,200000,40.25
256,1,4096,200000,39.35
256,1,16384,200000,42.31
256,1,32768,200000,47.89
256,1,65536,200000,84.32
256,1,130672,200000,145.0714607
256,1,261344,200000,147.8102954
256,1,256,300000,65.19
256,1,1024,300000,58.96
256,1,4096,300000,58.06
256,1,16384,300000,59.79
256,1,32768,300000,65.36
256,1,65536,300000,90.18
256,1,130672,300000,125.4769231
256,1,261344,300000,135.2432546
256,1,256,400000,80.83
256,1,1024,400000,74.59
256,1,4096,400000,73.67
256,1,16384,400000,75.1
256,1,32768,400000,79.5
256,1,65536,400000,100.74
256,1,130672,400000,116.3896976
256,1,261344,400000,118.5098398
256,1,256,500000,98.58
256,1,1024,500000,92.68
256,1,4096,500000,91.26
256,1,16384,500000,92.98
256,1,32768,500000,96.25
256,1,65536,500000,114.1366154
256,1,130672,500000,120.3882271
256,1,261344,500000,121.8944601
256,2,256,1000,20.06
256,2,1024,1000,12.49
256,2,4096,1000,122.6293706
256,2,16384,1000,752.2461538
256,2,32768,1000,1371.621053
256,2,65536,1000,2168.372245
256,2,130672,1000,7133.556364
256,2,261344,1000,14660.26667
256,2,256,10000,11.49
256,2,1024,10000,11.22
256,2,4096,10000,10.78
256,2,16384,10000,10.98
256,2,32768,10000,11.69
256,2,65536,10000,10.93
256,2,130672,10000,10.5
256,2,261344,10000,9.75
256,2,256,100000,17.91
256,2,1024,100000,13.93
256,2,4096,100000,12.34
256,2,16384,100000,12.9
256,2,32768,100000,16.09
256,2,65536,100000,30.48
256,2,130672,100000,128.6209901
256,2,261344,100000,146.6514286
256,2,256,200000,27.8
256,2,1024,200000,21.36
256,2,4096,200000,20.01
256,2,16384,200000,20.99
256,2,32768,200000,23.52
256,2,65536,200000,31.32
256,2,130672,200000,48.81
256,2,261344,200000,47.41
256,2,256,300000,36.9
256,2,1024,300000,31.36
256,2,4096,300000,30.15
256,2,16384,300000,30.5
256,2,32768,300000,33.51
256,2,65536,300000,38.16
256,2,130672,300000,37.63
256,2,261344,300000,37.33
256,2,256,400000,44
256,2,1024,400000,38.46
256,2,4096,400000,37.14
256,2,16384,400000,38.05
256,2,32768,400000,39.9
256,2,65536,400000,42.64
256,2,130672,400000,42.39
256,2,261344,400000,41.08
256,2,256,500000,52.7
256,2,1024,500000,48.93
256,2,4096,500000,47.94
256,2,16384,500000,46.66
256,2,32768,500000,48.06
256,2,65536,500000,52.43
256,2,130672,500000,49.84
256,2,261344,500000,49.16
256,3,256,1000,20.31
256,3,1024,1000,12.68
256,3,4096,1000,106.1747852
256,3,16384,1000,743.6980282
256,3,32768,1000,1397.57494
256,3,65536,1000,2998.936216
256,3,130672,1000,13776.64
256,3,261344,1000,8568.32
256,3,256,10000,11.3
256,3,1024,10000,11.19
256,3,4096,10000,11.09
256,3,16384,10000,11.02
256,3,32768,10000,11.13
256,3,65536,10000,11.24
256,3,130672,10000,10.5
256,3,261344,10000,9.76
256,3,256,100000,15.07
256,3,1024,100000,11.86
256,3,4096,100000,11.17
256,3,16384,100000,11.19
256,3,32768,100000,10.33
256,3,65536,100000,8.53
256,3,130672,100000,8.25
256,3,261344,100000,11.56
256,3,256,200000,19.63
256,3,1024,200000,15.27
256,3,4096,200000,13.41
256,3,16384,200000,13.7
256,3,32768,200000,15.6
256,3,65536,200000,15.36
256,3,130672,200000,16.01
256,3,261344,200000,15.52
256,3,256,300000,26.98
256,3,1024,300000,21.17
256,3,4096,300000,19.81
256,3,16384,300000,21.27
256,3,32768,300000,21.66
256,3,65536,300000,21.28
256,3,130672,300000,21.67
256,3,261344,300000,21.49
256,3,256,400000,32.2
256,3,1024,400000,27.63
256,3,4096,400000,24.98
256,3,16384,400000,25.18
256,3,32768,400000,25.93
256,3,65536,400000,26.08
256,3,130672,400000,26.64
256,3,261344,400000,26.19
256,3,256,500000,37.59
256,3,1024,500000,36.03
256,3,4096,500000,31.2
256,3,16384,500000,31.55
256,3,32768,500000,31.65
256,3,65536,500000,32.19
256,3,130672,500000,33.25
256,3,261344,500000,32.03
256,4,256,1000,19.67
256,4,1024,1000,12.18
256,4,4096,1000,106.6675277
256,4,16384,1000,737.2163975
256,4,32768,1000,1376.584691
256,4,65536,1000,2451.178305
256,4,130672,1000,6985.255385
256,4,261344,1000,15065.73474
256,4,256,10000,11.37
256,4,1024,10000,11.12
256,4,4096,10000,11.06
256,4,16384,10000,11.13
256,4,32768,10000,11
256,4,65536,10000,10.8
256,4,130672,10000,10.52
256,4,261344,10000,9.86
256,4,256,100000,12.99
256,4,1024,100000,11.38
256,4,4096,100000,11.27
256,4,16384,100000,11.29
256,4,32768,100000,10.16
256,4,65536,100000,8.51
256,4,130672,100000,8.52
256,4,261344,100000,8.5
256,4,256,200000,16.69
256,4,1024,200000,12.66
256,4,4096,200000,11.58
256,4,16384,200000,11.34
256,4,32768,200000,10.44
256,4,65536,200000,10.27
256,4,130672,200000,10.01
256,4,261344,200000,10.01
256,4,256,300000,21.24
256,4,1024,300000,16.49
256,4,4096,300000,15.17
256,4,16384,300000,14.88
256,4,32768,300000,15.34
256,4,65536,300000,15.56
256,4,130672,300000,15.18
256,4,261344,300000,15.49
256,4,256,400000,25.84
256,4,1024,400000,20.45
256,4,4096,400000,19.63
256,4,16384,400000,19.22
256,4,32768,400000,18.97
256,4,65536,400000,19.24
256,4,130672,400000,19.26
256,4,261344,400000,19.43
256,4,256,500000,29.91
256,4,1024,500000,24.83
256,4,4096,500000,25.41
256,4,16384,500000,24.4
256,4,32768,500000,23.49
256,4,65536,500000,23.59
256,4,130672,500000,23.46
256,4,261344,500000,23.85
256,5,256,1000,20
256,5,1024,1000,12.98
256,5,4096,1000,112.2014561
256,5,16384,1000,767.8687179
256,5,32768,1000,1430.287059
256,5,65536,1000,2805.76
256,5,130672,1000,8548.173913
256,5,261344,1000,21331.49538
256,5,256,10000,11.43
256,5,1024,10000,11.38
256,5,4096,10000,11.2
256,5,16384,10000,11.18
256,5,32768,10000,11.26
256,5,65536,10000,10.86
256,5,130672,10000,10.52
256,5,261344,10000,9.9
256,5,256,100000,12.11
256,5,1024,100000,11.22
256,5,4096,100000,11.26
256,5,16384,100000,11.18
256,5,32768,100000,10.42
256,5,65536,100000,8.22
256,5,130672,100000,8.53
256,5,261344,100000,8.56
256,5,256,200000,15.05
256,5,1024,200000,11.72
256,5,4096,200000,11.49
256,5,16384,200000,10.53
256,5,32768,200000,8.71
256,5,65536,200000,8.69
256,5,130672,200000,8.45
256,5,261344,200000,8.61
256,5,256,300000,18.13
256,5,1024,300000,13.99
256,5,4096,300000,12.97
256,5,16384,300000,11.9
256,5,32768,300000,12.34
256,5,65536,300000,12.22
256,5,130672,300000,11.83
256,5,261344,300000,11.88
256,5,256,400000,21.5
256,5,1024,400000,16.89
256,5,4096,400000,15.79
256,5,16384,400000,15.38
256,5,32768,400000,15.2
256,5,65536,400000,15.06
256,5,130672,400000,15.19
256,5,261344,400000,15.09
256,5,256,500000,25.28
256,5,1024,500000,21.31
256,5,4096,500000,18.87
256,5,16384,500000,18.64
256,5,32768,500000,18.73
256,5,65536,500000,18.67
256,5,130672,500000,18.88
256,5,261344,500000,18.73
